BisBasQ,BisBasResp,ExpEnd,ExpStart,StudyID,TimeEnd,TimeStart,Feedback,population,subject
bisbas-13,2,1.58E+12,1.58E+12,LWPCtufb:,2027344.925,1781284.565,fb,1,88
bisbas-14,1,1.58E+12,1.58E+12,LWPCtufb:,2027344.97,1781284.565,fb,1,88
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,2027345,1781284.565,fb,1,88
bisbas-16,1,1.58E+12,1.58E+12,LWPCtufb:,2027345.04,1781284.565,fb,1,88
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,2027345.1,1781284.565,fb,1,88
bisbas-18,1,1.58E+12,1.58E+12,LWPCtufb:,2027345.135,1781284.565,fb,1,88
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,2027345.18,1781284.565,fb,1,88
bisbas-20,1,1.58E+12,1.58E+12,LWPCtufb:,2027345.255,1781284.565,fb,1,88
bisbas-21,2,1.58E+12,1.58E+12,LWPCtufb:,2027345.31,1781284.565,fb,1,88
bisbas-22,2,1.58E+12,1.58E+12,LWPCtufb:,2027345.355,1781284.565,fb,1,88
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,2027345.38,1781284.565,fb,1,88
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,2027345.4,1781284.565,fb,1,88
bisbas-1,,,,LWPCtufb:,,,fb,2,89
bisbas-2,,,,LWPCtufb:,,,fb,2,89
bisbas-3,,,,LWPCtufb:,,,fb,2,89
bisbas-4,,,,LWPCtufb:,,,fb,2,89
bisbas-5,,,,LWPCtufb:,,,fb,2,89
bisbas-6,,,,LWPCtufb:,,,fb,2,89
bisbas-7,,,,LWPCtufb:,,,fb,2,89
bisbas-8,,,,LWPCtufb:,,,fb,2,89
bisbas-9,,,,LWPCtufb:,,,fb,2,89
bisbas-10,,,,LWPCtufb:,,,fb,2,89
bisbas-11,,,,LWPCtufb:,,,fb,2,89
bisbas-12,,,,LWPCtufb:,,,fb,2,89
bisbas-13,,,,LWPCtufb:,,,fb,2,89
bisbas-14,,,,LWPCtufb:,,,fb,2,89
bisbas-15,,,,LWPCtufb:,,,fb,2,89
bisbas-16,,,,LWPCtufb:,,,fb,2,89
bisbas-17,,,,LWPCtufb:,,,fb,2,89
bisbas-18,,,,LWPCtufb:,,,fb,2,89
bisbas-19,,,,LWPCtufb:,,,fb,2,89
bisbas-20,,,,LWPCtufb:,,,fb,2,89
bisbas-21,,,,LWPCtufb:,,,fb,2,89
bisbas-22,,,,LWPCtufb:,,,fb,2,89
bisbas-23,,,,LWPCtufb:,,,fb,2,89
bisbas-24,,,,LWPCtufb:,,,fb,2,89
bisbas-1,1,1.58E+12,1.58E+12,LWPCtufb:,1796575.98,1578553.87,fb,2,90
bisbas-2,3,1.58E+12,1.58E+12,LWPCtufb:,1796576.11,1578553.87,fb,2,90
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.12,1578553.87,fb,2,90
bisbas-4,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.125,1578553.87,fb,2,90
bisbas-5,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.145,1578553.87,fb,2,90
bisbas-6,1,1.58E+12,1.58E+12,LWPCtufb:,1796576.15,1578553.87,fb,2,90
bisbas-7,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.155,1578553.87,fb,2,90
bisbas-8,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.165,1578553.87,fb,2,90
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.17,1578553.87,fb,2,90
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,1796576.18,1578553.87,fb,2,90
bisbas-11,3,1.58E+12,1.58E+12,LWPCtufb:,1796576.19,1578553.87,fb,2,90
bisbas-12,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.2,1578553.87,fb,2,90
bisbas-13,1,1.58E+12,1.58E+12,LWPCtufb:,1796576.205,1578553.87,fb,2,90
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.215,1578553.87,fb,2,90
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.225,1578553.87,fb,2,90
bisbas-16,1,1.58E+12,1.58E+12,LWPCtufb:,1796576.235,1578553.87,fb,2,90
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.24,1578553.87,fb,2,90
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.25,1578553.87,fb,2,90
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,1796576.265,1578553.87,fb,2,90
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.28,1578553.87,fb,2,90
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,1796576.29,1578553.87,fb,2,90
bisbas-22,4,1.58E+12,1.58E+12,LWPCtufb:,1796576.305,1578553.87,fb,2,90
bisbas-23,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.31,1578553.87,fb,2,90
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,1796576.325,1578553.87,fb,2,90
bisbas-1,2,1.58E+12,1.58E+12,LWPCtufb:,1631002.215,1412092.3,fb,2,91
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,1631002.695,1412092.3,fb,2,91
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,1631002.735,1412092.3,fb,2,91
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,1631002.77,1412092.3,fb,2,91
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,1631002.84,1412092.3,fb,2,91
bisbas-6,1,1.58E+12,1.58E+12,LWPCtufb:,1631002.87,1412092.3,fb,2,91
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,1631002.9,1412092.3,fb,2,91
bisbas-8,2,1.58E+12,1.58E+12,LWPCtufb:,1631002.94,1412092.3,fb,2,91
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,1631002.97,1412092.3,fb,2,91
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,1631003.005,1412092.3,fb,2,91
bisbas-11,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.04,1412092.3,fb,2,91
bisbas-12,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.075,1412092.3,fb,2,91
bisbas-13,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.11,1412092.3,fb,2,91
bisbas-14,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.15,1412092.3,fb,2,91
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.19,1412092.3,fb,2,91
bisbas-16,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.245,1412092.3,fb,2,91
bisbas-17,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.295,1412092.3,fb,2,91
bisbas-18,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.34,1412092.3,fb,2,91
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.395,1412092.3,fb,2,91
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.455,1412092.3,fb,2,91
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,1631003.51,1412092.3,fb,2,91
bisbas-22,2,1.58E+12,1.58E+12,LWPCtufb:,1631003.57,1412092.3,fb,2,91
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.63,1412092.3,fb,2,91
bisbas-24,1,1.58E+12,1.58E+12,LWPCtufb:,1631003.685,1412092.3,fb,2,91
bisbas-1,1,1.58E+12,1.58E+12,LWPCtufb:,1690816.635,1478678.915,fb,2,92
bisbas-2,3,1.58E+12,1.58E+12,LWPCtufb:,1690816.91,1478678.915,fb,2,92
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,1690816.935,1478678.915,fb,2,92
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,1690816.945,1478678.915,fb,2,92
bisbas-5,2,1.58E+12,1.58E+12,LWPCtufb:,1690816.985,1478678.915,fb,2,92
bisbas-6,2,1.58E+12,1.58E+12,LWPCtufb:,1690817.005,1478678.915,fb,2,92
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,1690817.025,1478678.915,fb,2,92
bisbas-8,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.045,1478678.915,fb,2,92
bisbas-9,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.06,1478678.915,fb,2,92
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.08,1478678.915,fb,2,92
bisbas-11,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.1,1478678.915,fb,2,92
bisbas-12,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.12,1478678.915,fb,2,92
bisbas-13,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.145,1478678.915,fb,2,92
bisbas-14,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.17,1478678.915,fb,2,92
bisbas-15,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.195,1478678.915,fb,2,92
bisbas-16,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.22,1478678.915,fb,2,92
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,1690817.25,1478678.915,fb,2,92
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,1690817.28,1478678.915,fb,2,92
bisbas-19,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.31,1478678.915,fb,2,92
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,1690817.34,1478678.915,fb,2,92
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.375,1478678.915,fb,2,92
bisbas-22,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.41,1478678.915,fb,2,92
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,1690817.44,1478678.915,fb,2,92
bisbas-24,3,1.58E+12,1.58E+12,LWPCtufb:,1690817.485,1478678.915,fb,2,92
bisbas-1,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.71,1952057.33,fb,2,93
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,2181084.855,1952057.33,fb,2,93
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,2181084.865,1952057.33,fb,2,93
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.87,1952057.33,fb,2,93
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.895,1952057.33,fb,2,93
bisbas-6,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.905,1952057.33,fb,2,93
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.91,1952057.33,fb,2,93
bisbas-8,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.925,1952057.33,fb,2,93
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,2181084.93,1952057.33,fb,2,93
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,2181084.945,1952057.33,fb,2,93
bisbas-11,2,1.58E+12,1.58E+12,LWPCtufb:,2181084.955,1952057.33,fb,2,93
bisbas-12,2,1.58E+12,1.58E+12,LWPCtufb:,2181084.965,1952057.33,fb,2,93
bisbas-13,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.98,1952057.33,fb,2,93
bisbas-14,1,1.58E+12,1.58E+12,LWPCtufb:,2181084.99,1952057.33,fb,2,93
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,2181085.005,1952057.33,fb,2,93
bisbas-16,1,1.58E+12,1.58E+12,LWPCtufb:,2181085.015,1952057.33,fb,2,93
bisbas-17,1,1.58E+12,1.58E+12,LWPCtufb:,2181085.035,1952057.33,fb,2,93
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,2181085.05,1952057.33,fb,2,93
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,2181085.065,1952057.33,fb,2,93
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,2181085.085,1952057.33,fb,2,93
bisbas-21,2,1.58E+12,1.58E+12,LWPCtufb:,2181085.1,1952057.33,fb,2,93
bisbas-22,3,1.58E+12,1.58E+12,LWPCtufb:,2181085.12,1952057.33,fb,2,93
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,2181085.14,1952057.33,fb,2,93
bisbas-24,1,1.58E+12,1.58E+12,LWPCtufb:,2181085.16,1952057.33,fb,2,93
bisbas-1,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-3,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-4,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-6,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-8,4,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-9,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-10,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-11,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-12,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-13,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-16,3,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-17,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-19,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-21,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-22,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,1853199,1631049,fb,2,94
bisbas-1,2,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-3,3,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-5,2,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-6,1,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-8,1,1.58E+12,1.58E+12,LWPCtufb:,2653362,2434775,fb,2,95
bisbas-9,3,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-10,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-11,3,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-12,3,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-13,1,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-15,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-16,1,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-17,1,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-19,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-22,3,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,2653363,2434775,fb,2,95
bisbas-1,1,1.58E+12,1.58E+12,LWPCtufb:,2047739.605,1827741.86,fb,2,96
bisbas-2,2,1.58E+12,1.58E+12,LWPCtufb:,2047739.86,1827741.86,fb,2,96
bisbas-3,1,1.58E+12,1.58E+12,LWPCtufb:,2047739.875,1827741.86,fb,2,96
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,2047739.895,1827741.86,fb,2,96
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,2047739.925,1827741.86,fb,2,96
bisbas-6,3,1.58E+12,1.58E+12,LWPCtufb:,2047739.94,1827741.86,fb,2,96
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,2047739.96,1827741.86,fb,2,96
bisbas-8,3,1.58E+12,1.58E+12,LWPCtufb:,2047739.985,1827741.86,fb,2,96
bisbas-9,1,1.58E+12,1.58E+12,LWPCtufb:,2047740,1827741.86,fb,2,96
bisbas-10,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.015,1827741.86,fb,2,96
bisbas-11,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.04,1827741.86,fb,2,96
bisbas-12,1,1.58E+12,1.58E+12,LWPCtufb:,2047740.055,1827741.86,fb,2,96
bisbas-13,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.08,1827741.86,fb,2,96
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.1,1827741.86,fb,2,96
bisbas-15,3,1.58E+12,1.58E+12,LWPCtufb:,2047740.125,1827741.86,fb,2,96
bisbas-16,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.145,1827741.86,fb,2,96
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.18,1827741.86,fb,2,96
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.205,1827741.86,fb,2,96
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,2047740.245,1827741.86,fb,2,96
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.28,1827741.86,fb,2,96
bisbas-21,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.315,1827741.86,fb,2,96
bisbas-22,2,1.58E+12,1.58E+12,LWPCtufb:,2047740.34,1827741.86,fb,2,96
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,2047740.375,1827741.86,fb,2,96
bisbas-24,1,1.58E+12,1.58E+12,LWPCtufb:,2047740.41,1827741.86,fb,2,96
bisbas-1,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.475,2298989.7,fb,2,97
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,2604202.705,2298989.7,fb,2,97
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.715,2298989.7,fb,2,97
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,2604202.735,2298989.7,fb,2,97
bisbas-5,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.76,2298989.7,fb,2,97
bisbas-6,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.77,2298989.7,fb,2,97
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,2604202.78,2298989.7,fb,2,97
bisbas-8,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.805,2298989.7,fb,2,97
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.815,2298989.7,fb,2,97
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.83,2298989.7,fb,2,97
bisbas-11,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.845,2298989.7,fb,2,97
bisbas-12,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.855,2298989.7,fb,2,97
bisbas-13,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.87,2298989.7,fb,2,97
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.88,2298989.7,fb,2,97
bisbas-15,4,1.58E+12,1.58E+12,LWPCtufb:,2604202.9,2298989.7,fb,2,97
bisbas-16,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.915,2298989.7,fb,2,97
bisbas-17,1,1.58E+12,1.58E+12,LWPCtufb:,2604202.925,2298989.7,fb,2,97
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,2604202.945,2298989.7,fb,2,97
bisbas-19,1,1.58E+12,1.58E+12,LWPCtufb:,2604202.965,2298989.7,fb,2,97
bisbas-20,3,1.58E+12,1.58E+12,LWPCtufb:,2604202.985,2298989.7,fb,2,97
bisbas-21,4,1.58E+12,1.58E+12,LWPCtufb:,2604203.005,2298989.7,fb,2,97
bisbas-22,3,1.58E+12,1.58E+12,LWPCtufb:,2604203.025,2298989.7,fb,2,97
bisbas-23,1,1.58E+12,1.58E+12,LWPCtufb:,2604203.045,2298989.7,fb,2,97
bisbas-24,1,1.58E+12,1.58E+12,LWPCtufb:,2604203.065,2298989.7,fb,2,97
bisbas-1,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.71,1503173.955,fb,2,98
bisbas-2,3,1.58E+12,1.58E+12,LWPCtufb:,1717191.89,1503173.955,fb,2,98
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.9,1503173.955,fb,2,98
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,1717191.9,1503173.955,fb,2,98
bisbas-5,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.935,1503173.955,fb,2,98
bisbas-6,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.94,1503173.955,fb,2,98
bisbas-7,1,1.58E+12,1.58E+12,LWPCtufb:,1717191.945,1503173.955,fb,2,98
bisbas-8,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.95,1503173.955,fb,2,98
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.96,1503173.955,fb,2,98
bisbas-10,1,1.58E+12,1.58E+12,LWPCtufb:,1717191.97,1503173.955,fb,2,98
bisbas-11,4,1.58E+12,1.58E+12,LWPCtufb:,1717191.975,1503173.955,fb,2,98
bisbas-12,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.98,1503173.955,fb,2,98
bisbas-13,2,1.58E+12,1.58E+12,LWPCtufb:,1717191.99,1503173.955,fb,2,98
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,1717192,1503173.955,fb,2,98
bisbas-15,3,1.58E+12,1.58E+12,LWPCtufb:,1717192.01,1503173.955,fb,2,98
bisbas-16,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.02,1503173.955,fb,2,98
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.025,1503173.955,fb,2,98
bisbas-18,1,1.58E+12,1.58E+12,LWPCtufb:,1717192.04,1503173.955,fb,2,98
bisbas-19,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.05,1503173.955,fb,2,98
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.065,1503173.955,fb,2,98
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,1717192.075,1503173.955,fb,2,98
bisbas-22,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.085,1503173.955,fb,2,98
bisbas-23,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.095,1503173.955,fb,2,98
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,1717192.11,1503173.955,fb,2,98
bisbas-1,3,1.58E+12,1.58E+12,LWPCtufb:,2072825.595,1859872.83,fb,2,99
bisbas-2,3,1.58E+12,1.58E+12,LWPCtufb:,2072826.24,1859872.83,fb,2,99
bisbas-3,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.285,1859872.83,fb,2,99
bisbas-4,1,1.58E+12,1.58E+12,LWPCtufb:,2072826.315,1859872.83,fb,2,99
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,2072826.39,1859872.83,fb,2,99
bisbas-6,3,1.58E+12,1.58E+12,LWPCtufb:,2072826.42,1859872.83,fb,2,99
bisbas-7,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.445,1859872.83,fb,2,99
bisbas-8,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.48,1859872.83,fb,2,99
bisbas-9,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.54,1859872.83,fb,2,99
bisbas-10,3,1.58E+12,1.58E+12,LWPCtufb:,2072826.58,1859872.83,fb,2,99
bisbas-11,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.625,1859872.83,fb,2,99
bisbas-12,3,1.58E+12,1.58E+12,LWPCtufb:,2072826.66,1859872.83,fb,2,99
bisbas-13,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.7,1859872.83,fb,2,99
bisbas-14,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.74,1859872.83,fb,2,99
bisbas-15,4,1.58E+12,1.58E+12,LWPCtufb:,2072826.79,1859872.83,fb,2,99
bisbas-16,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.835,1859872.83,fb,2,99
bisbas-17,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.88,1859872.83,fb,2,99
bisbas-18,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.925,1859872.83,fb,2,99
bisbas-19,2,1.58E+12,1.58E+12,LWPCtufb:,2072826.98,1859872.83,fb,2,99
bisbas-20,2,1.58E+12,1.58E+12,LWPCtufb:,2072827.03,1859872.83,fb,2,99
bisbas-21,3,1.58E+12,1.58E+12,LWPCtufb:,2072827.085,1859872.83,fb,2,99
bisbas-22,3,1.58E+12,1.58E+12,LWPCtufb:,2072827.135,1859872.83,fb,2,99
bisbas-23,4,1.58E+12,1.58E+12,LWPCtufb:,2072827.205,1859872.83,fb,2,99
bisbas-24,2,1.58E+12,1.58E+12,LWPCtufb:,2072827.27,1859872.83,fb,2,99
bisbas-1,1,1.58E+12,1.58E+12,LWPCtufb:,1680883.245,1468486.18,fb,2,100
bisbas-2,4,1.58E+12,1.58E+12,LWPCtufb:,1680883.46,1468486.18,fb,2,100
bisbas-3,3,1.58E+12,1.58E+12,LWPCtufb:,1680883.485,1468486.18,fb,2,100
bisbas-4,2,1.58E+12,1.58E+12,LWPCtufb:,1680883.495,1468486.18,fb,2,100
bisbas-5,1,1.58E+12,1.58E+12,LWPCtufb:,1680883.53,1468486.18,fb,2,100
bisbas-6,1,1.58E+12,1.58E+12,LWPCtufb:,1680883.54,1468486.18,fb,2,100
bisbas-7,2,1.58E+12,1.58E+12,LWPCtufb:,1680883.555,1468486.18,fb,2,100
bisbas-8,1,1.58E+12,1.58E+12,LWPCtufb:,1680883.57,1468486.18,fb,2,100
bisbas-9,3,1.58E+12,1.58E+12,LWPCtufb:,1680883.58,1468486.18,fb,2,100
bisbas-10,2,1.58E+12,1.58E+12,LWPCtufb:,1680883.6,1468486.18,fb,2,100
bisbas-11,3,1.58E+12,1.58E+12,LWPCtufb:,1680883.615,1468486.18,fb,2,100
bisbas-12,4,1.58E+12,1.58E+12,LWPCtufb:,1680883.635,1468486.18,fb,2,100
