BisBasQ,BisBasResp,ExpEnd,ExpStart,StudyID,TimeEnd,TimeStart,Feedback,population,subject
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,2325524.185,2110295.265,nofb,1,305
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2325524.225,2110295.265,nofb,1,305
bisbas-19,3,1.60E+12,1.60E+12,LWPCtufb:,2325524.27,2110295.265,nofb,1,305
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,2325524.32,2110295.265,nofb,1,305
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2325524.365,2110295.265,nofb,1,305
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,2325524.41,2110295.265,nofb,1,305
bisbas-23,3,1.60E+12,1.60E+12,LWPCtufb:,2325524.46,2110295.265,nofb,1,305
bisbas-24,3,1.60E+12,1.60E+12,LWPCtufb:,2325524.51,2110295.265,nofb,1,305
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,1819234.545,1604897.1,nofb,1,306
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1819235.255,1604897.1,nofb,1,306
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,1819235.31,1604897.1,nofb,1,306
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1819235.37,1604897.1,nofb,1,306
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,1819235.565,1604897.1,nofb,1,306
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,1819235.69,1604897.1,nofb,1,306
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,1819235.81,1604897.1,nofb,1,306
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,1819235.885,1604897.1,nofb,1,306
bisbas-9,3,1.60E+12,1.60E+12,LWPCtufb:,1819235.945,1604897.1,nofb,1,306
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.01,1604897.1,nofb,1,306
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.075,1604897.1,nofb,1,306
bisbas-12,3,1.60E+12,1.60E+12,LWPCtufb:,1819236.155,1604897.1,nofb,1,306
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.265,1604897.1,nofb,1,306
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.38,1604897.1,nofb,1,306
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,1819236.49,1604897.1,nofb,1,306
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.575,1604897.1,nofb,1,306
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.66,1604897.1,nofb,1,306
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1819236.75,1604897.1,nofb,1,306
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1819236.835,1604897.1,nofb,1,306
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,1819236.93,1604897.1,nofb,1,306
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,1819237.03,1604897.1,nofb,1,306
bisbas-22,4,1.60E+12,1.60E+12,LWPCtufb:,1819237.135,1604897.1,nofb,1,306
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1819237.245,1604897.1,nofb,1,306
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,1819237.335,1604897.1,nofb,1,306
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.01,1888862.7,nofb,1,307
bisbas-2,4,1.60E+12,1.60E+12,LWPCtufb:,2119342.215,1888862.7,nofb,1,307
bisbas-3,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.23,1888862.7,nofb,1,307
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.235,1888862.7,nofb,1,307
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.255,1888862.7,nofb,1,307
bisbas-6,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.265,1888862.7,nofb,1,307
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.275,1888862.7,nofb,1,307
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.285,1888862.7,nofb,1,307
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.295,1888862.7,nofb,1,307
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.305,1888862.7,nofb,1,307
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.315,1888862.7,nofb,1,307
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.325,1888862.7,nofb,1,307
bisbas-13,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.34,1888862.7,nofb,1,307
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.36,1888862.7,nofb,1,307
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.445,1888862.7,nofb,1,307
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.485,1888862.7,nofb,1,307
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.515,1888862.7,nofb,1,307
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.55,1888862.7,nofb,1,307
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.575,1888862.7,nofb,1,307
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.6,1888862.7,nofb,1,307
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.635,1888862.7,nofb,1,307
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2119342.665,1888862.7,nofb,1,307
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,2119342.695,1888862.7,nofb,1,307
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,2119342.715,1888862.7,nofb,1,307
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-9,3,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,5143919,4922269,nofb,1,308
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-17,3,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-23,3,1.60E+12,1.60E+12,LWPCtufb:,5143920,4922269,nofb,1,308
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,5143921,4922269,nofb,1,308
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.45,1626912.67,nofb,1,309
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.605,1626912.67,nofb,1,309
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.615,1626912.67,nofb,1,309
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.625,1626912.67,nofb,1,309
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.645,1626912.67,nofb,1,309
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.655,1626912.67,nofb,1,309
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.665,1626912.67,nofb,1,309
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.675,1626912.67,nofb,1,309
bisbas-9,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.685,1626912.67,nofb,1,309
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.695,1626912.67,nofb,1,309
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.705,1626912.67,nofb,1,309
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.715,1626912.67,nofb,1,309
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.725,1626912.67,nofb,1,309
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.745,1626912.67,nofb,1,309
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,1855589.755,1626912.67,nofb,1,309
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.765,1626912.67,nofb,1,309
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1855589.785,1626912.67,nofb,1,309
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.8,1626912.67,nofb,1,309
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1855589.815,1626912.67,nofb,1,309
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.825,1626912.67,nofb,1,309
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.845,1626912.67,nofb,1,309
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,1855589.86,1626912.67,nofb,1,309
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1855589.875,1626912.67,nofb,1,309
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1855589.89,1626912.67,nofb,1,309
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,2160857,1947712,nofb,1,310
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,2160857,1947712,nofb,1,310
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2160857,1947712,nofb,1,310
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2160858,1947712,nofb,1,310
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,2160858,1947712,nofb,1,310
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,2160858,1947712,nofb,1,310
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,2160858,1947712,nofb,1,310
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,2160858,1947712,nofb,1,310
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-20,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,2160859,1947712,nofb,1,310
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,2160860,1947712,nofb,1,310
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.26,1906021.9,nofb,1,311
bisbas-2,4,1.60E+12,1.60E+12,LWPCtufb:,2196273.345,1906021.9,nofb,1,311
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.355,1906021.9,nofb,1,311
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.355,1906021.9,nofb,1,311
bisbas-5,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.37,1906021.9,nofb,1,311
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.375,1906021.9,nofb,1,311
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.38,1906021.9,nofb,1,311
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.385,1906021.9,nofb,1,311
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.39,1906021.9,nofb,1,311
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.395,1906021.9,nofb,1,311
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.405,1906021.9,nofb,1,311
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.41,1906021.9,nofb,1,311
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.415,1906021.9,nofb,1,311
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.42,1906021.9,nofb,1,311
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.43,1906021.9,nofb,1,311
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.435,1906021.9,nofb,1,311
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.445,1906021.9,nofb,1,311
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.45,1906021.9,nofb,1,311
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.46,1906021.9,nofb,1,311
bisbas-20,4,1.60E+12,1.60E+12,LWPCtufb:,2196273.47,1906021.9,nofb,1,311
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2196273.475,1906021.9,nofb,1,311
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2196273.485,1906021.9,nofb,1,311
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.495,1906021.9,nofb,1,311
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,2196273.505,1906021.9,nofb,1,311
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,3572138.38,3245890.185,nofb,1,312
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,3572138.71,3245890.185,nofb,1,312
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.735,3245890.185,nofb,1,312
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.75,3245890.185,nofb,1,312
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,3572138.785,3245890.185,nofb,1,312
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.815,3245890.185,nofb,1,312
bisbas-7,3,1.60E+12,1.60E+12,LWPCtufb:,3572138.83,3245890.185,nofb,1,312
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,3572138.865,3245890.185,nofb,1,312
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.88,3245890.185,nofb,1,312
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,3572138.905,3245890.185,nofb,1,312
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.92,3245890.185,nofb,1,312
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,3572138.94,3245890.185,nofb,1,312
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,3572138.96,3245890.185,nofb,1,312
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,3572138.98,3245890.185,nofb,1,312
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,3572139,3245890.185,nofb,1,312
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,3572139.02,3245890.185,nofb,1,312
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,3572139.045,3245890.185,nofb,1,312
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,3572139.065,3245890.185,nofb,1,312
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,3572139.09,3245890.185,nofb,1,312
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,3572139.115,3245890.185,nofb,1,312
bisbas-21,1,1.60E+12,1.60E+12,LWPCtufb:,3572139.14,3245890.185,nofb,1,312
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,3572139.165,3245890.185,nofb,1,312
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,3572139.19,3245890.185,nofb,1,312
bisbas-24,3,1.60E+12,1.60E+12,LWPCtufb:,3572139.215,3245890.185,nofb,1,312
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,2908881.8,2695019.185,nofb,1,313
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.105,2695019.185,nofb,1,313
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.13,2695019.185,nofb,1,313
bisbas-4,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.16,2695019.185,nofb,1,313
bisbas-5,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.215,2695019.185,nofb,1,313
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.245,2695019.185,nofb,1,313
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.27,2695019.185,nofb,1,313
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.305,2695019.185,nofb,1,313
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.335,2695019.185,nofb,1,313
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.36,2695019.185,nofb,1,313
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.395,2695019.185,nofb,1,313
bisbas-12,4,1.60E+12,1.60E+12,LWPCtufb:,2908882.43,2695019.185,nofb,1,313
bisbas-13,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.465,2695019.185,nofb,1,313
bisbas-14,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.5,2695019.185,nofb,1,313
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.53,2695019.185,nofb,1,313
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.57,2695019.185,nofb,1,313
bisbas-17,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.615,2695019.185,nofb,1,313
bisbas-18,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.655,2695019.185,nofb,1,313
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.695,2695019.185,nofb,1,313
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.74,2695019.185,nofb,1,313
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.79,2695019.185,nofb,1,313
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.835,2695019.185,nofb,1,313
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,2908882.88,2695019.185,nofb,1,313
bisbas-24,3,1.60E+12,1.60E+12,LWPCtufb:,2908882.93,2695019.185,nofb,1,313
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.34,1974165.485,nofb,1,314
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,2216652.515,1974165.485,nofb,1,314
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.525,1974165.485,nofb,1,314
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2216652.54,1974165.485,nofb,1,314
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,2216652.565,1974165.485,nofb,1,314
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,2216652.575,1974165.485,nofb,1,314
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,2216652.585,1974165.485,nofb,1,314
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,2216652.6,1974165.485,nofb,1,314
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,2216652.61,1974165.485,nofb,1,314
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.62,1974165.485,nofb,1,314
bisbas-11,4,1.60E+12,1.60E+12,LWPCtufb:,2216652.635,1974165.485,nofb,1,314
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.65,1974165.485,nofb,1,314
bisbas-13,4,1.60E+12,1.60E+12,LWPCtufb:,2216652.665,1974165.485,nofb,1,314
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.675,1974165.485,nofb,1,314
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,2216652.695,1974165.485,nofb,1,314
bisbas-16,4,1.60E+12,1.60E+12,LWPCtufb:,2216652.71,1974165.485,nofb,1,314
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,2216652.725,1974165.485,nofb,1,314
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.74,1974165.485,nofb,1,314
bisbas-19,3,1.60E+12,1.60E+12,LWPCtufb:,2216652.755,1974165.485,nofb,1,314
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.77,1974165.485,nofb,1,314
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.79,1974165.485,nofb,1,314
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.805,1974165.485,nofb,1,314
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.825,1974165.485,nofb,1,314
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,2216652.845,1974165.485,nofb,1,314
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.37,5824840.55,nofb,1,315
bisbas-2,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.64,5824840.55,nofb,1,315
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.665,5824840.55,nofb,1,315
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.69,5824840.55,nofb,1,315
bisbas-5,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.735,5824840.55,nofb,1,315
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.755,5824840.55,nofb,1,315
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.775,5824840.55,nofb,1,315
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.8,5824840.55,nofb,1,315
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.825,5824840.55,nofb,1,315
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.85,5824840.55,nofb,1,315
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.875,5824840.55,nofb,1,315
bisbas-12,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.9,5824840.55,nofb,1,315
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,6038626.935,5824840.55,nofb,1,315
bisbas-14,3,1.60E+12,1.60E+12,LWPCtufb:,6038626.96,5824840.55,nofb,1,315
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,6038627,5824840.55,nofb,1,315
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,6038627.03,5824840.55,nofb,1,315
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,6038627.06,5824840.55,nofb,1,315
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,6038627.095,5824840.55,nofb,1,315
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,6038627.13,5824840.55,nofb,1,315
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,6038627.17,5824840.55,nofb,1,315
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,6038627.205,5824840.55,nofb,1,315
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,6038627.245,5824840.55,nofb,1,315
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,6038627.285,5824840.55,nofb,1,315
bisbas-24,3,1.60E+12,1.60E+12,LWPCtufb:,6038627.325,5824840.55,nofb,1,315
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.635,2067452.575,nofb,1,316
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,2284172.81,2067452.575,nofb,1,316
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.825,2067452.575,nofb,1,316
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2284172.835,2067452.575,nofb,1,316
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.855,2067452.575,nofb,1,316
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.87,2067452.575,nofb,1,316
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,2284172.875,2067452.575,nofb,1,316
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.89,2067452.575,nofb,1,316
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,2284172.895,2067452.575,nofb,1,316
bisbas-10,3,1.60E+12,1.60E+12,LWPCtufb:,2284172.915,2067452.575,nofb,1,316
bisbas-11,4,1.60E+12,1.60E+12,LWPCtufb:,2284172.925,2067452.575,nofb,1,316
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,2284172.94,2067452.575,nofb,1,316
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,2284172.95,2067452.575,nofb,1,316
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,2284172.965,2067452.575,nofb,1,316
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,2284172.98,2067452.575,nofb,1,316
bisbas-16,4,1.60E+12,1.60E+12,LWPCtufb:,2284172.995,2067452.575,nofb,1,316
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,2284173.005,2067452.575,nofb,1,316
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,2284173.025,2067452.575,nofb,1,316
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,2284173.04,2067452.575,nofb,1,316
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,2284173.06,2067452.575,nofb,1,316
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,2284173.075,2067452.575,nofb,1,316
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,2284173.095,2067452.575,nofb,1,316
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,2284173.115,2067452.575,nofb,1,316
